1307_at	XPA	125.4	89.4	108.9	80.9	51.1	97.6	128.7	85.3	95.7	61	70.4	47.2	107.1	71.7	76.5	97.3	34.1	63.1	38.1	79.1	105.4	
1308_g_at	XPA	49.7	57.7	37.7	65.2	31.9	51.2	44.1	54.7	75.6	41.6	52.4	55.4	60.2	54.2	40.8	69	57.7	41.8	72.9	77.4	66.5	
1309_at	PSMB3	529.2	445.5	512.1	430.9	485.5	291.6	355.3	384.7	331.7	327.1	334.1	312.3	551.6	387.9	371.1	384.8	299.4	267.1	391.7	442.2	444.6	
1312_at	PSMD8	707	624.5	686.4	524.8	471	545.5	507.9	536	550.2	607.9	536.3	368.4	625.2	569.3	538.9	598.6	382.1	475.3	390.1	708.3	343.1	
1313_at	PSMB7	202.7	133.3	158.4	132.1	124.4	170.4	195.8	142.4	140.8	141.7	124.1	111	164.9	130.6	144.7	124.2	105.7	124	106.1	104.6	96.9	
1315_at	OAZ1	6165	4780.8	5415.3	4507.7	5376.1	4781.9	4177.9	4828.4	7393.6	7974.1	7852	3569.3	5813.5	5707.3	4687.1	4311.7	4210.7	5817.7	7693.8	7250.9	5671.4	
1320_at	PTPN21	4.6	17.6	8.2	7.2	28.6	5.2	2.5	5.7	10.3	8.1	24.8	9.1	10	15.6	5.1	15	11.2	4.9	26.5	10.8	8.9	
1323_at	UBB	4157.8	3150.8	3975.5	2990.9	2790.7	3384.3	2914.9	2767.3	4197.6	3277.1	2768.9	4964.5	4283.9	3538.7	2686.8	3235.6	2256.5	3199.1	5022.8	2289.8	6031.1	
1324_at	RAD9A	117.9	100.5	93.6	89.1	110.7	66.4	50.3	70.5	105.4	132	133.1	49.9	55.3	92.8	109.8	104.8	58.5	90	63.9	112.3	70	
1328_at	TRAF5	52.2	43.5	49.6	24.4	54.7	75.7	31.4	32.5	50.8	64.5	33.2	29.8	35.4	49.5	34.5	45.6	47.8	39.9	32.4	52.9	15.7	
1336_s_at	PRKCB	811.2	980.1	978.9	854.8	1020.5	1149.9	1586.9	1015.2	1096.3	2570	1378.7	424.5	1030	1241	1535.2	1338.2	750.2	1842.9	483.5	949.6	736.7	
1343_s_at	SERPINB3	0.5	3.4	6.8	0.3	3.7	9.1	5.7	4	9.7	2.1	1.7	1	4.5	9.2	9.3	2.4	3	0.6	0.9	12.9	10.8	
1344_at	PAX3	15.6	4.8	4.2	4.7	9.8	3	3	9.5	6.1	6.7	3	10.7	4	4.3	13.5	15.1	12.3	7.8	9.5	9.8	9.1	
